105 626 1 5.5804 6 41 11
106 626 1 5.1509 21 41 11
107 596 1 5.1545 19 39 11
108 566 1 5.1262 36 37 11
109 536 1 5.2146 40 35 11
110 519 1 5.3358 31 34 9
111 519 1 5.336 40 34 9
112 519 1 5.3619 38 34 9
113 519 1 5.3595 38 34 9
114 519 1 5.4045 38 34 9
115 492 1 5.8325 39 32 12
116 462 1 5.8513 41 30 12
117 432 1 5.9924 50 28 12
118 462 1 5.8486 7 30 12
119 492 1 5.7166 5 32 12
120 522 1 5.7075 3 34 12
121 537 1 5.7318 2 35 12
122 522 1 5.7379 3 34 12
123 492 1 5.8527 63 32 12
124 462 1 5.9194 229 30 12
125 432 1 6.0152 263 28 12
126 462 1 5.8719 32 30 12
127 492 1 5.755 30 32 12
128 522 1 5.6538 28 34 12
129 552 1 5.678 26 36 12
130 582 1 5.5637 24 38 12
131 612 1 5.4584 22 40 12
132 642 1 5.3651 2 42 12
133 631 1 5.2261 2 41 16
134 601 1 5.1839 49 39 16
135 631 1 5.1351 45 41 16
136 661 1 5.0724 43 43 16
137 691 1 5.4804 7 45 16
138 721 1 5.3658 5 47 16
139 751 1 5.405 3 49 16
140 779 1 3.8255 2 51 13
141 776 1 8.1076 3 51 11
142 746 1 7.6386 5 49 11
143 716 1 7.5012 7 47 11
144 703 1 4.7844 2 46 13
145 673 1 4.7129 4 44 13
146 643 1 4.7616 6 42 13
147 613 1 4.823 26 40 13
148 613 1 4.7855 23 40 13
149 613 1 4.7887 23 40 13
150 613 1 4.7958 23 40 13
151 613 1 4.7899 23 40 13
152 613 1 4.807 23 40 13
153 613 1 4.8087 23 40 13
154 613 1 4.7925 23 40 13
155 613 1 4.7857 23 40 13
156 613 1 4.7951 22 40 13
157 587 1 3.911 23 38 16
158 557 1 3.8522 85 36 16
159 557 1 3.8264 84 36 16
160 542 1 4.4864 104 35 17
161 512 1 4.0996 129 33 17
162 510 1 3.7516 228 33 15
163 510 1 3.7561 119 33 15
164 510 1 3.7453 36 33 15
165 510 1 3.7487 36 33 15
166 626 1 4.7184 2 41 11
167 596 1 4.4515 4 39 11
168 566 1 4.3486 6 37 11
169 536 1 4.371 34 35 11
170 566 1 4.2965 26 37 11
171 596 1 4.2177 24 39 11
172 598 1 5.822 24 39 13
173 598 1 5.8702 5 39 13
174 598 1 5.8742 5 39 13
175 581 1 3.1002 10 38 11
176 566 1 3.0657 7 37 10
177 536 1 3.1098 9 35 10
178 506 1 3.1793 48 33 10
179 476 1 3.2377 368 31 10
180 476 1 3.245 356 31 10
181 476 1 3.2362 356 31 10
182 492 1 5.0795 98 32 12
183 492 1 5.0489 110 32 12
184 492 1 5.071 103 32 12
185 492 1 5.1351 103 32 12
186 463 1 4.1192 997 30 13
187 463 1 4.2333 895 30 13
188 463 1 4.458 972 30 13
189 474 1 6.0941 78 31 9
190 474 1 6.2316 78 31 9
191 474 1 6.2331 78 31 9
192 474 1 5.9857 78 31 9
193 474 1 5.9913 91 31 9
194 474 1 5.9593 75 31 9
195 474 1 5.9308 77 31 9
196 504 1 5.8226 9 33 9
197 534 1 5.8201 7 35 9
198 555 1 6.1184 6 36 15
199 720 1 4.2522 2 47 14
200 690 1 4.086 4 45 14
201 660 1 4.0374 6 43 14
202 630 1 4.0574 18 41 14
203 616 1 3.7075 16 40 15
204 586 1 3.6868 95 38 15
205 586 1 3.6724 81 38 15
206 616 1 3.6051 6 40 15
207 629 1 3.6856 5 41 13
208 629 1 3.6923 5 41 13
209 629 1 3.7141 5 41 13
210 629 1 3.7886 5 41 13
211 615 1 5.465 6 40 15
212 585 1 5.551 8 38 15
213 555 1 5.6109 33 36 15
214 585 1 5.6504 23 38 15
215 614 1 5.2313 22 40 14
216 614 1 4.8971 22 40 14
217 644 1 7.7924 2 42 14
218 627 1 7.7683 3 41 12
219 597 1 7.8939 30 39 12
220 597 1 7.9059 28 39 12
221 597 1 7.8937 28 39 12
222 597 1 7.139 28 39 12
223 597 1 7.1621 28 39 12
224 597 1 7.1324 28 39 12
225 579 1 6.571 29 38 9
226 549 1 6.6877 34 36 9
227 519 1 6.8409 36 34 9
228 489 1 6.9897 44 32 9
229 519 1 6.8732 6 34 9
230 549 1 6.8084 4 36 9
231 579 1 6.7631 2 38 9
232 642 1 4.3575 2 42 12
233 612 1 3.971 4 40 12
234 582 1 3.8894 26 38 12
235 552 1 3.8655 28 36 12
236 522 1 3.8255 30 34 12
237 492 1 3.7104 597 32 12
238 492 1 3.7144 753 32 12
239 504 1 4.899 182 33 9
240 504 1 5.0353 188 33 9
241 504 1 4.8536 182 33 9
242 504 1 4.7533 187 33 9
243 504 1 4.7287 258 33 9
244 534 1 4.6284 78 35 9
245 552 1 5.8757 77 36 12
246 552 1 5.9039 77 36 12
247 552 1 5.8581 77 36 12
248 552 1 5.8176 84 36 12
249 582 1 5.7083 8 38 12
250 611 1 3.7875 7 40 11
251 611 1 3.7879 7 40 11
252 611 1 3.7972 7 40 11
253 611 1 3.7961 7 40 11
254 611 1 3.8049 7 40 11
255 611 1 3.788 7 40 11
256 596 1 5.9254 8 39 11
257 566 1 5.8578 15 37 11
258 536 1 5.6939 43 35 11
259 506 1 5.5952 108 33 11
260 476 1 5.6141 291 31 11
261 476 1 5.5945 283 31 11
262 476 1 5.5783 301 31 11
263 506 1 5.5603 87 33 11
264 536 1 5.819 2 35 11
265 897 1 6.6487 2 59 12
266 867 1 6.5748 4 57 12
267 837 1 6.5505 6 55 12
268 807 1 6.5085 8 53 12
269 777 1 6.5301 18 51 12
270 807 1 6.4571 8 53 12
271 837 1 6.3891 2 55 12
272 809 1 6.3897 4 53 14
273 838 1 6.2823 3 55 13
274 838 1 6.2882 3 55 13
275 809 1 5.9947 4 53 14
276 779 1 6.086 6 51 14
277 749 1 6.1689 8 49 14
278 719 1 6.1912 10 47 14
279 689 1 5.9925 12 45 14
280 659 1 5.9367 14 43 14
281 629 1 6.0182 16 41 14
282 599 1 6.11 18 39 14
283 569 1 6.2261 20 37 14
284 539 1 6.3519 22 35 14
285 567 1 6.3623 2 37 12
286 537 1 6.4834 26 35 12
287 507 1 6.6184 62 33 12
288 477 1 6.7617 64 31 12
289 447 1 6.9044 102 29 12
290 477 1 6.8452 36 31 12
291 509 1 6.8438 34 33 12
292 536 1 6.1469 33 35 10
293 536 1 6.1273 33 35 10
294 536 1 6.1267 33 35 10
295 510 1 4.3881 38 33 15
296 510 1 4.3836 38 33 15
297 507 1 3.735 39 33 12
298 673 1 3.1887 2 44 13
299 643 1 3.2332 4 42 13
300 613 1 3.2932 8 40 13
301 643 1 3.2511 2 42 13
302 644 1 6.9085 2 42 14
303 614 1 7.0351 4 40 14
304 584 1 7.1684 6 38 14
305 554 1 7.2781 8 36 14
306 524 1 7.2879 36 34 14
307 524 1 7.2624 38 34 14
308 520 1 4.4209 46 34 10
309 520 1 4.5296 25 34 10
310 520 1 4.4715 25 34 10
311 517 1 3.5382 26 34 7
312 487 1 3.2192 74 32 7
313 487 1 3.1913 60 32 7
314 487 1 3.0926 49 32 7
315 487 1 3.0858 49 32 7
316 487 1 3.0794 61 32 7
317 517 1 3.0145 24 34 7
318 547 1 2.9504 22 36 7
319 577 1 3.3861 20 38 7
320 607 1 3.3136 18 40 7
321 637 1 3.258 16 42 7
322 667 1 2.9115 14 44 7
323 697 1 2.8759 12 46 7
324 727 1 3.3236 10 48 7
325 757 1 3.5916 8 50 7
326 787 1 3.6617 6 52 7
327 817 1 4.334 4 54 7
328 847 1 4.6866 2 56 7
329 839 1 12.309 2 55 14
330 809 1 11.055 4 53 14
331 654 1 3.7641 2 43 9
332 624 1 3.6907 4 41 9
333 594 1 3.5123 6 39 9
334 564 1 3.4327 8 37 9
335 534 1 3.332 112 35 9
336 534 1 3.3345 115 35 9
337 534 1 3.3336 133 35 9
338 519 1 3.7566 206 34 9
339 519 1 3.8542 206 34 9
340 519 1 3.7849 229 34 9
341 519 1 3.8522 134 34 9
342 519 1 3.8617 134 34 9
343 519 1 3.7718 141 34 9
344 526 1 4.9647 8 34 15
345 524 1 4.0555 36 34 14
346 524 1 4.047 29 34 14
347 524 1 4.0171 51 34 14
348 524 1 4.0133 60 34 14
349 524 1 4.0124 49 34 14
350 524 1 4.0315 49 34 14
351 524 1 4.0692 108 34 14
352 550 1 4.7056 60 36 10
353 550 1 4.7734 60 36 10
354 550 1 4.6753 60 36 10
355 552 1 5.8376 26 36 12
356 552 1 5.8618 26 36 12
357 552 1 5.8583 26 36 12
358 552 1 5.8568 44 36 12
359 582 1 5.7419 27 38 12
360 612 1 5.6854 13 40 12
361 642 1 5.6711 11 42 12
362 659 1 6.9058 12 43 14
363 662 1 5.8452 7 43 17
364 648 1 6.3158 2 42 18
365 618 1 6.4227 4 40 18
366 588 1 6.4126 12 38 18
367 588 1 6.3821 10 38 18
368 574 1 3.6135 11 37 19
369 544 1 3.6735 13 35 19
370 514 1 3.6582 25 33 19
371 544 1 3.8259 10 35 19
372 572 1 5.9236 9 37 17
373 572 1 3.8251 8 37 17
374 595 1 9.5893 3 39 10
375 595 1 5.2879 3 39 10
376 574 1 3.524 4 37 19
377 544 1 3.9567 77 35 19
378 556 1 7.4757 76 36 16
379 586 1 7.3441 17 38 16
380 616 1 7.2118 15 40 16
381 646 1 7.1392 13 42 16
382 676 1 7.0607 11 44 16
383 700 1 5.0651 10 46 10
384 700 1 5.0652 10 46 10
385 700 1 5.0653 10 46 10
386 700 1 5.0738 10 46 10
387 700 1 5.071 10 46 10
388 700 1 5.0775 10 46 10
389 700 1 6.1107 10 46 10
390 700 1 6.07 10 46 10
391 700 1 6.0732 10 46 10
392 689 1 7.955 11 45 14
393 659 1 7.8628 13 43 14
394 629 1 7.628 24 41 14
395 610 1 5.7723 14 40 10
396 580 1 5.888 16 38 10
397 659 1 7.8313 2 43 14
398 629 1 7.9619 4 41 14
399 599 1 8.0729 6 39 14
400 569 1 8.2286 27 37 14
401 569 1 8.2042 24 37 14
402 568 1 5.3682 25 37 13
403 538 1 5.4599 27 35 13
404 508 1 5.5762 29 33 13
405 478 1 5.648 77 31 13
406 508 1 5.7006 53 33 13
407 538 1 5.7276 27 35 13
408 552 1 5.669 14 36 12
409 552 1 5.6415 14 36 12
410 552 1 5.6311 14 36 12
411 552 1 5.646 14 36 12
412 552 1 5.6426 14 36 12
413 541 1 6.9869 20 35 16
414 571 1 6.8873 5 37 16
415 601 1 6.8821 3 39 16
416 614 1 6.9265 2 40 14
417 599 1 6.9156 3 39 14
418 569 1 7.0079 89 37 14
419 539 1 7.0894 109 35 14
420 509 1 6.9577 242 33 14
421 509 1 6.9096 220 33 14
422 509 1 6.9439 220 33 14
423 509 1 6.9121 227 33 14
424 509 1 6.9122 230 33 14
425 539 1 6.8692 10 35 14
426 569 1 6.8094 8 37 14
427 599 1 6.7115 6 39 14
428 629 1 6.6323 4 41 14
429 659 1 6.5932 2 43 14
430 550 1 3.6498 2 36 9
431 520 1 3.3142 113 34 9
432 506 1 3.1582 113 33 10
433 476 1 3.2327 444 31 10
434 476 1 3.2547 447 31 10
435 506 1 3.2025 18 33 10
436 536 1 3.301 16 35 10
437 566 1 3.2303 14 37 10
438 596 1 3.244 12 39 10
439 624 1 6.8801 20 41 9
440 613 1 7.1535 12 40 13
441 583 1 6.6627 14 38 13
442 553 1 6.5302 16 36 13
443 523 1 6.5776 36 34 13
444 553 1 6.457 18 36 13
445 583 1 6.3431 16 38 13
446 595 1 5.9641 15 39 10
447 595 1 5.9698 15 39 10
448 595 1 5.9688 15 39 10
449 595 1 5.9713 15 39 10
450 595 1 5.986 15 39 10
451 595 1 5.9873 15 39 10
452 595 1 6.0486 21 39 10
453 573 1 3.8521 17 37 18
454 603 1 3.8606 2 39 18
455 597 1 4.8508 2 39 12
456 567 1 4.9123 4 37 12
457 537 1 4.9249 29 35 12
458 507 1 4.9904 211 33 12
459 507 1 5.0126 198 33 12
460 490 1 4.9036 428 32 10
461 490 1 4.9616 1177 32 10
462 493 1 5.4477 750 32 12
463 812 1 7.2767 2 53 17
464 782 1 7.3645 4 51 17
465 752 1 7.4294 6 49 17
466 722 1 7.5436 8 47 17
467 692 1 7.5923 23 45 17
468 662 1 7.6476 25 43 17
469 632 1 7.6357 27 41 17
470 602 1 7.5056 29 39 17
471 603 1 6.7915 10 39 18
472 633 1 7.1729 8 41 18
473 659 1 7.1931 7 43 14
474 659 1 7.3101 7 43 14
475 659 1 7.2457 7 43 14
476 659 1 7.1886 7 43 14
477 659 1 7.1352 7 43 14
478 631 1 8.0211 8 41 16
479 601 1 8.1651 13 39 16
480 631 1 8.0432 9 41 16
481 659 1 7.057 8 43 14
482 659 1 6.9667 8 43 14
483 647 1 5.0676 9 42 17
484 617 1 5.6586 11 40 17
485 645 1 5.6954 2 42 15
486 615 1 5.6261 15 40 15
487 585 1 5.4867 17 38 15
488 568 1 7.0891 3 37 13
489 538 1 7.1985 12 35 13
490 551 1 5.4465 8 36 11
491 551 1 5.4516 8 36 11
492 551 1 5.1166 9 36 11
493 521 1 5.2222 32 34 11
494 536 1 5.2102 28 35 11
495 566 1 5.1097 2 37 11
496 462 1 3.3004 3 30 12
497 446 1 3.4525 78 29 11
498 431 1 3.4831 207 28 11
499 431 1 3.5738 132 28 11
500 431 1 3.4797 132 28 11
501 431 1 3.4586 197 28 11
502 461 1 3.3734 97 30 11
503 491 1 3.3166 8 32 11
504 521 1 3.3272 6 34 11
505 551 1 3.3844 4 36 11
506 581 1 3.4727 2 38 11
507 585 1 3.4251 2 38 15
508 555 1 3.3433 4 36 15
509 525 1 3.4078 6 34 15
510 495 1 3.4342 14 32 15
511 525 1 3.5385 6 34 15
512 555 1 3.476 4 36 15
513 585 1 3.461 2 38 15
514 586 1 5.3119 3 38 16
515 586 1 5.3219 3 38 16
516 571 1 5.9631 11 37 16
517 580 1 5.6593 8 38 10
518 580 1 5.5717 8 38 10
519 580 1 5.5261 15 38 10
520 580 1 5.5603 13 38 10
521 580 1 5.5294 13 38 10
522 551 1 3.3898 14 36 11
523 521 1 7.9256 16 34 11
524 491 1 8.0258 83 32 11
525 521 1 8.3464 65 34 11
526 551 1 8.7668 63 36 11
527 581 1 9.2459 61 38 11
528 611 1 9.6882 2 40 11
529 590 1 4.1302 5 38 20
530 617 1 5.5135 4 40 17
531 617 1 5.5602 4 40 17
532 617 1 5.7792 4 40 17
533 599 1 3.9286 5 39 14
534 569 1 3.6845 7 37 14
535 539 1 3.22 9 35 14
536 509 1 3.205 70 33 14
537 523 1 5.2984 81 34 13
538 553 1 5.447 36 36 13
539 568 1 4.1332 37 37 13
540 568 1 2.8333 36 37 12
541 568 1 4.0418 36 37 13
542 598 1 3.9812 2 39 13
543 588 1 5.1679 2 38 18
544 558 1 5.2616 13 36 18
545 588 1 3.8788 9 38 18
546 618 1 3.8269 7 40 18
547 648 1 3.8708 5 42 18
548 678 1 3.9356 3 44 18
549 705 1 8.7423 2 46 14
550 693 1 4.4351 3 45 16
551 661 1 4.3457 5 43 16
552 631 1 4.4792 7 41 16
553 601 1 4.5541 9 39 16
554 571 1 4.4588 11 37 16
555 541 1 4.6284 23 35 16
556 571 1 4.4292 10 37 16
557 600 1 5.5271 9 39 14
558 600 1 5.5322 9 39 14
559 600 1 5.5448 11 39 14
560 630 1 5.4772 4 41 14
561 660 1 5.4105 2 43 14
562 535 1 2.731 2 35 10
563 505 1 2.7936 4 33 10
564 475 1 2.7939 6 31 10
565 445 1 2.8588 127 29 10
566 443 1 3.2985 429 29 8
567 443 1 3.3274 306 29 8
568 431 1 5.2185 1002 28 11
569 431 1 5.2395 982 28 11
570 461 1 5.6511 15 30 11
571 491 1 5.8242 13 32 11
572 521 1 5.9344 11 34 11
573 551 1 6.2321 9 36 11
574 581 1 6.3663 7 38 11
575 611 1 7.1277 6 40 11
576 611 1 7.1684 6 40 11
577 611 1 7.2289 6 40 11
578 611 1 7.2027 9 40 11
579 632 1 3.7698 4 41 17
580 632 1 3.6902 4 41 17
581 632 1 3.6886 4 41 17
582 605 1 17.578 5 39 20
583 633 1 17.204 11 41 18
584 603 1 17.857 18 39 18
585 573 1 18.157 20 37 18
586 543 1 18.537 42 35 18
587 513 1 18.48 354 33 18
588 513 1 18.897 336 33 18
589 543 1 18.509 9 35 18
590 556 1 5.7346 10 36 16
591 574 1 7.3987 2 37 19
592 558 1 6.9487 3 36 18
593 528 1 6.8158 7 34 18
594 558 1 7.0003 2 36 18
595 647 1 4.3219 2 42 16
596 617 1 4.2735 4 40 16
597 587 1 4.2276 6 38 16
598 557 1 3.9393 48 36 16
599 557 1 3.9423 49 36 16
600 587 1 4.3727 8 38 16
601 619 1 4.8587 6 40 16
602 649 1 5.3301 4 42 16
603 679 1 5.7238 2 44 16
604 674 1 5.2677 2 44 14
605 644 1 5.1917 4 42 14
606 614 1 5.2158 24 40 14
607 586 1 5.22 21 38 16
608 570 1 8.8204 32 37 15
609 600 1 8.8569 10 39 15
610 630 1 7.5629 8 41 15
611 660 1 7.8301 6 43 15
612 690 1 7.8747 4 45 15
613 703 1 7.4493 3 46 13
614 703 1 7.8194 3 46 13
615 690 1 7.4231 4 45 14
616 660 1 7.0208 6 43 14
617 630 1 6.5808 8 41 14
618 600 1 6.2095 38 39 14
619 630 1 6.1424 28 41 14
620 646 1 5.6143 27 42 15
621 646 1 5.2231 33 42 15
622 676 1 5.2094 12 44 15
623 706 1 5.3867 10 46 15
624 736 1 5.7416 8 48 15
625 766 1 6.1605 6 50 15
626 796 1 6.5726 4 52 15
627 826 1 6.9545 2 54 15
628 644 1 3.5565 2 42 14
629 614 1 3.6119 4 40 14
630 584 1 3.6748 21 38 14
631 584 1 3.7042 19 38 14
632 584 1 3.7141 32 38 14
633 556 1 3.9422 22 36 16
634 526 1 3.9463 25 34 16
635 541 1 3.902 2 35 16
636 526 1 3.9388 23 34 16
637 556 1 4.0435 29 36 16
638 586 1 4.0502 11 38 16
639 598 1 4.4898 11 39 13
640 568 1 4.3278 13 37 13
641 538 1 4.2822 29 35 13
642 568 1 4.407 14 37 13
643 592 1 7.2642 2 39 7
644 562 1 7.4273 4 37 7
645 532 1 7.5927 14 35 7
646 532 1 7.5782 12 35 7
647 532 1 7.5686 12 35 7
648 519 1 6.7146 21 34 9
649 549 1 6.5643 8 36 9
650 579 1 6.4671 6 38 9
651 609 1 6.3384 4 40 9
652 637 1 6.4456 3 42 7
653 637 1 6.4218 3 42 7
654 629 1 6.647 16 41 14
655 659 1 6.5814 12 43 14
656 689 1 6.5679 10 45 14
657 719 1 6.555 8 47 14
658 751 1 6.5099 6 49 14
659 781 1 6.6081 4 51 14
660 811 1 6.6237 2 53 14
661 659 1 6.3912 2 43 12
662 627 1 6.2214 4 41 12
663 597 1 6.0849 13 39 12
664 627 1 6.0804 7 41 12
665 657 1 6.0335 5 43 12
666 687 1 5.966 3 45 12
667 699 1 5.3113 2 46 9
668 688 1 2.955 3 45 13
669 658 1 3.0034 5 43 13
670 628 1 3.0536 7 41 13
671 598 1 3.1093 9 39 13
672 568 1 3.1707 22 37 13
673 539 1 2.692 19 35 14
674 509 1 2.6995 107 33 14
675 479 1 2.586 269 31 14
676 507 1 5.3369 161 33 12
677 507 1 5.3812 256 33 12
678 507 1 5.3356 208 33 12
679 507 1 5.3171 208 33 12
680 507 1 5.2745 248 33 12
681 537 1 5.1611 54 35 12
682 567 1 5.112 52 37 12
683 597 1 5.1186 10 39 12
684 627 1 5.0981 8 41 12
685 657 1 5.1208 6 43 12
686 687 1 5.0934 4 45 12
687 717 1 5.0575 2 47 12
688 724 1 5.1923 2 47 19
689 694 1 5.2091 4 45 19
690 664 1 5.2636 6 43 19
691 634 1 5.35 10 41 19
692 634 1 5.3411 7 41 19
693 620 1 5.6976 8 40 20
694 671 1 5.3208 2 44 11
695 641 1 5.327 4 42 11
696 611 1 5.3142 105 40 11
697 611 1 5.3346 103 40 11
698 611 1 5.4031 117 40 11
699 611 1 5.5557 111 40 11
700 611 1 5.5112 123 40 11
701 611 1 5.5001 126 40 11
702 641 1 5.6478 27 42 11
703 671 1 5.8516 4 44 11
704 676 1 16.26 3 44 16
705 676 1 14.175 3 44 16
706 660 1 4.3156 16 43 15
707 690 1 4.3019 12 45 15
708 720 1 4.2328 10 47 15
709 750 1 4.1943 8 49 15
710 780 1 5.4653 2 51 15
711 752 1 4.1408 4 49 17
712 782 1 4.127 2 51 17
713 779 1 7.3927 2 51 14
714 749 1 7.3892 4 49 14
715 719 1 7.438 10 47 14
716 689 1 7.5408 12 45 14
717 659 1 7.5127 20 43 14
718 630 1 6.1243 37 41 15
719 613 1 5.5427 43 40 13
720 613 1 5.5866 29 40 13
721 613 1 5.5531 34 40 13
722 643 1 5.7886 22 42 13
723 657 1 7.5827 21 43 12
724 644 1 8.0318 22 42 13
725 614 1 8.1734 26 40 13
726 644 1 8.0407 2 42 13
727 627 1 4.7229 37 41 12
728 617 1 3.9315 42 40 17
729 587 1 3.4869 46 38 17
730 617 1 3.8269 2 40 17
731 600 1 3.9899 2 39 13
732 570 1 4.0654 4 37 13
733 540 1 4.1426 6 35 13
734 508 1 4.2248 8 33 13
735 478 1 4.3156 110 31 13
736 508 1 4.3155 100 33 13
737 538 1 4.2119 98 35 13
738 568 1 4.5829 76 37 13
739 598 1 4.6119 6 39 13
740 628 1 4.4783 4 41 13
741 658 1 7.4931 3 43 13
742 658 1 7.4287 3 43 13
743 647 1 11.01 4 42 17
744 617 1 10.942 9 40 17
745 617 1 10.971 8 40 17
746 601 1 5.8793 15 39 16
747 631 1 5.9648 6 41 16
748 661 1 6.156 2 43 16
749 633 1 6.1057 2 41 18
750 644 1 7.8444 2 42 14
751 672 1 7.4353 2 44 12
752 642 1 2.6184 4 42 12
753 612 1 7.1191 6 40 12
754 582 1 6.9317 20 38 12
755 612 1 7.312 12 40 12
756 642 1 7.772 10 42 12
757 672 1 8.0844 6 44 12
758 704 1 8.2728 4 46 12
759 734 1 8.4858 2 48 12
760 550 1 5.1304 2 36 10
761 520 1 5.0898 4 34 10
762 490 1 5.1669 6 32 10
763 460 1 5.272 50 30 10
764 460 1 5.2677 52 30 10
765 490 1 5.1713 15 32 10
766 520 1 5.2021 13 34 10
767 550 1 5.1455 11 36 10
768 580 1 5.2821 9 38 10
769 610 1 5.5042 7 40 10
770 614 1 6.6893 6 40 12
771 614 1 6.6321 6 40 12
772 643 1 6.6234 2 42 11
773 614 1 6.6288 6 40 12
774 614 1 6.6171 6 40 12
775 602 1 5.5679 7 39 16
776 572 1 5.3506 9 37 16
777 556 1 3.107 7 36 15
778 526 1 3.1547 15 34 15
779 556 1 3.2707 6 36 15
780 572 1 3.1599 26 37 16
781 602 1 3.1334 22 39 16
782 603 1 6.1488 22 39 17
783 598 1 3.9487 27 39 13
784 628 1 4.012 10 41 13
785 658 1 3.9666 8 43 13
786 688 1 3.8976 6 45 13
787 718 1 3.8569 4 47 13
788 718 1 5.0473 3 47 13
789 718 1 5.1109 3 47 13
790 690 1 7.6789 4 45 15
791 660 1 7.6296 38 43 15
792 630 1 7.6405 40 41 15
793 644 1 7.0029 2 42 14
794 614 1 6.5738 4 40 14
795 584 1 6.3403 8 38 14
796 614 1 6.7444 2 40 14
797 597 1 3.4951 9 39 12
798 597 1 3.4962 9 39 12
799 597 1 3.4543 9 39 12
800 597 1 3.4467 9 39 12
801 596 1 3.5164 10 39 10
802 566 1 3.367 12 37 10
803 536 1 3.4377 41 35 10
804 536 1 3.4531 39 35 10
805 536 1 3.4976 39 35 10
806 536 1 3.5618 39 35 10
807 536 1 3.6096 39 35 10
808 522 1 4.6811 40 34 12
809 522 1 4.7955 98 34 12
810 520 1 4.7839 139 34 10
811 490 1 4.8943 1112 32 10
812 490 1 4.8916 1141 32 10
813 490 1 4.8996 1087 32 10
814 490 1 4.9569 1177 32 10
815 494 1 5.1501 91 32 14
816 507 1 5.3871 3 33 12
817 507 1 5.4261 3 33 12
818 507 1 2.5472 4 33 12
819 477 1 2.5928 358 31 12
820 477 1 2.6964 419 31 12
821 490 1 3.5232 75 32 10
822 490 1 3.4254 75 32 10
823 490 1 3.3716 75 32 10
824 490 1 3.3946 76 32 10
825 520 1 3.3737 2 34 10
826 585 1 4.4869 4 38 15
827 615 1 4.4046 2 40 15
828 641 1 5.2113 2 42 11
