1 586 1 9.4509 11 25 19 0
2 567 1 9.4664 16 27 18 0
3 665 1 9.3333 4 29 18 0
4 787 1 3.8855 3 30 23 0
5 712 1 9.9179 4 30 25 0
6 676 1 10.742 2 21 16 0
7 687 1 9.5922 3 26 20 0
8 678 1 10.208 12 28 21 0
9 578 1 9.8859 14 26 21 0
10 549 1 7.0306 4 26 21 0
11 535 1 7.7176 84 24 21 0
12 535 1 8.5524 84 24 21 0
13 563 1 5.5843 3 22 17 0
14 568 1 3.3495 2 14 10 0
15 494 1 3.7225 6 14 9 0
16 476 1 3.391 20 12 9 0
17 464 1 2.995 106 10 9 0
18 469 1 5.0511 95 13 10 0
19 438 1 4.5397 144 16 9 0
20 438 1 4.2454 132 16 9 0
21 550 1 7.8964 40 21 16 0
22 550 1 7.8489 41 21 16 0
23 550 1 7.5089 25 21 16 0
24 543 1 6.3314 34 20 16 0
25 543 1 5.8196 36 20 16 0
26 483 1 4.1358 116 15 15 0
27 483 1 4.3344 96 15 15 0
28 493 1 6.4073 76 23 20 0
29 493 1 5.9045 77 23 20 0
30 493 1 6.6489 76 23 20 0
31 561 1 4.6424 30 25 20 0
32 622 1 10.234 10 17 11 0
33 612 1 4.386 8 14 11 0
34 633 1 6.5723 2 24 20 0
35 578 1 4.9828 4 27 17 0
36 556 1 5.1888 17 25 17 0
37 556 1 5.335 16 25 17 0
38 505 1 4.1895 18 18 14 0
39 461 1 3.6533 12 16 14 0
40 491 1 3.2818 6 18 14 0
41 435 1 4.1299 61 14 10 0
42 425 1 5.5613 215 12 10 0
43 425 1 5.1258 237 12 10 0
44 463 1 6.4512 62 14 10 0
45 467 1 6.1151 36 16 10 0
46 493 1 6.0426 7 12 7 0
47 499 1 6.8259 4 14 7 0
48 574 1 2.7486 4 25 19 0
49 562 1 4.0063 6 23 19 0
50 560 1 4.1791 2 23 17 0
51 613 1 2.8055 2 19 16 0
52 496 1 2.8681 175 22 18 0
53 496 1 3.2291 196 22 18 0
54 496 1 4.1436 179 22 18 0
55 540 1 4.1455 67 21 15 0
56 565 1 5.9044 26 24 12 0
57 559 1 5.3718 38 22 12 0
58 527 1 4.0574 156 20 12 0
59 527 1 4.7788 124 20 12 0
60 582 1 5.3921 6 22 14 0
61 561 1 6.0156 7 22 20 0
62 537 1 6.4885 44 21 19 0
63 562 1 4.5711 39 22 18 0
64 591 1 4.4309 4 24 18 0
65 519 1 4.697 16 25 21 0
66 531 1 4.5706 16 24 17 0
67 531 1 5.0507 13 24 17 0
68 491 1 5.1503 4 18 10 0
69 477 1 4.5907 10 16 10 0
70 467 1 4.1714 22 14 10 0
71 425 1 5.1676 174 12 10 0
72 425 1 5.1186 165 12 10 0
73 425 1 5.2409 132 12 10 0
74 425 1 7.4705 111 12 10 0
75 511 1 6.3662 18 25 22 0
76 612 1 4.6935 19 19 9 0
77 612 1 4.8243 17 19 9 0
78 612 1 7.1631 20 19 9 0
79 612 1 7.1634 30 19 9 0
80 612 1 7.834 32 19 9 0
81 612 1 8.1039 34 19 9 0
82 611 1 7.4091 34 19 15 0
83 609 1 7.4096 38 19 13 0
84 664 1 6.8756 3 27 23 0
85 788 1 7.9161 2 27 21 0
86 706 1 6.0463 5 23 24 0
87 706 1 6.1487 5 23 24 0
88 571 1 5.6421 41 23 15 0
89 571 1 6.043 45 23 15 0
90 571 1 4.5253 45 23 15 0
91 571 1 3.3873 46 23 15 0
92 599 1 3.5289 25 25 15 0
93 609 1 3.4918 32 28 19 0
94 615 1 3.5804 24 30 19 0
95 577 1 6.707 17 26 29 0
96 596 1 7.0608 7 18 11 0
97 686 1 2.6872 6 21 10 0
98 474 1 2.8185 8 19 10 0
99 468 1 2.3892 56 17 10 0
100 432 1 3.57 61 15 10 0
101 432 1 3.2239 20 15 10 0
102 423 1 4.2656 420 13 11 0
103 423 1 3.4664 445 13 11 0
104 423 1 3.0671 214 13 11 0
105 466 1 5.3722 32 13 8 0
106 466 1 4.9343 22 13 8 0
107 466 1 4.5528 22 13 8 0
108 466 1 4.4218 23 13 8 0
109 546 1 4.4961 8 15 8 0
110 572 1 5.4152 6 17 8 0
111 572 1 4.933 6 17 8 0
112 546 1 4.4201 10 15 10 0
113 548 1 4.5616 4 15 12 0
114 729 1 4.968 4 24 16 0
115 701 1 4.2731 6 22 16 0
116 703 1 3.9867 6 22 18 0
117 718 1 5.019 5 17 14 0
118 718 1 3.5574 4 17 14 0
119 659 1 4.6264 10 20 14 0
120 652 1 5.0536 13 20 12 0
121 486 1 4.7677 13 18 12 0
122 493 1 3.5791 8 19 13 0
123 493 1 2.8318 17 19 13 0
124 493 1 5.9725 26 19 13 0
125 557 1 4.9668 16 18 10 0
126 544 1 7.0963 18 23 19 0
127 652 1 8.8314 4 23 15 0
128 640 1 5.1953 4 24 23 0
129 656 1 9.9824 2 22 16 0
130 625 1 3.4813 15 23 19 0
131 625 1 3.7791 16 23 19 0
132 593 1 5.1855 25 26 23 0
133 535 1 5.1214 59 24 21 0
134 535 1 4.9964 67 24 21 0
135 593 1 4.794 31 26 23 0
136 591 1 5.1204 18 23 15 0
137 591 1 5.9236 16 23 15 0
138 633 1 4.6878 17 16 8 0
139 643 1 4.4438 14 18 8 0
140 681 1 8.4419 2 12 9 0
141 493 1 4.0187 17 13 10 0
142 423 1 2.1962 512 13 11 0
143 423 1 2.2231 514 13 11 0
144 437 1 2.3972 88 15 11 0
145 468 1 2.4601 88 18 13 0
146 468 1 3.1719 87 18 13 0
147 624 1 3.2422 26 20 13 0
148 610 1 2.6251 2 20 17 0
149 578 1 6.9169 12 21 19 0
150 637 1 2.6057 12 17 12 0
151 637 1 2.7289 11 17 12 0
152 652 1 3.0195 8 18 13 0
153 652 1 4.7077 7 18 13 0
154 654 1 4.3024 2 18 15 0
155 474 1 4.855 72 14 10 0
156 476 1 4.4271 73 16 10 0
157 438 1 4.7223 165 16 9 0
158 438 1 3.4837 137 16 9 0
159 442 1 3.0503 35 18 9 0
160 444 1 3.8461 11 17 5 0
161 444 1 3.5569 15 17 5 0
162 444 1 3.3392 23 17 5 0
163 438 1 4.308 125 16 9 0
164 438 1 4.2545 126 16 9 0
165 438 1 4.1964 128 16 9 0
166 438 1 4.4434 132 16 9 0
167 438 1 5.9581 125 16 9 0
168 438 1 6.0602 143 16 9 0
169 438 1 5.4089 131 16 9 0
170 438 1 5.0905 171 16 9 0
171 490 1 4.6179 63 18 9 0
172 535 1 7.3494 56 24 21 0
173 505 1 2.8242 4 26 19 0
174 481 1 5.1529 20 24 19 0
175 501 1 4.9359 15 19 12 0
176 607 1 5.8117 23 19 11 0
177 562 1 5.3552 34 20 13 0
178 644 1 4.2221 11 19 13 0
179 711 1 5.2365 3 21 13 0
180 601 1 7.2145 17 26 18 0
181 601 1 5.6471 18 26 18 0
182 601 1 6.5751 17 26 18 0
183 439 1 2.5517 2 15 13 0
184 517 1 5.7352 6 19 13 0
185 519 1 5.8655 4 19 15 0
186 591 1 4.2158 8 26 19 0
187 595 1 4.1797 6 28 19 0
188 606 1 3.8927 4 25 15 0
189 519 1 5.6446 10 17 12 0
190 493 1 5.1562 12 15 12 0
191 475 1 6.0831 10 22 17 0
192 449 1 5.8903 19 20 17 0
193 447 1 5.6923 301 20 15 0
194 447 1 3.657 295 20 15 0
195 496 1 3.0428 96 22 18 0
196 496 1 3.5869 98 22 18 0
197 556 1 3.7878 4 24 18 0
198 651 1 4.2778 9 19 13 0
199 651 1 3.4851 10 19 13 0
200 651 1 4.3937 10 19 13 0
201 529 1 5.853 22 14 10 0
202 425 1 6.5077 152 12 10 0
203 425 1 6.6156 166 12 10 0
204 541 1 5.3442 20 14 10 0
205 567 1 5.6957 44 16 10 0
206 573 1 4.4477 41 17 10 0
207 649 1 5.6406 4 19 10 0
208 609 1 6.75 5 16 10 0
209 609 1 6.4474 6 16 10 0
210 598 1 5.2983 16 28 22 0
211 596 1 4.9425 22 28 20 0
212 506 1 5.6493 26 26 20 0
213 518 1 7.1849 4 26 18 0
214 516 1 7.2451 8 28 18 0
215 504 1 6.9621 226 26 18 0
216 504 1 7.2448 227 26 18 0
217 504 1 6.9398 216 26 18 0
218 468 1 3.3858 161 14 10 0
219 474 1 4.299 40 16 10 0
220 484 1 4.7823 34 18 10 0
221 541 1 4.5227 19 19 12 0
222 618 1 5.5782 2 20 15 0
223 683 1 7.7867 2 17 12 0
224 665 1 9.6208 2 30 27 0
225 491 1 6.0304 35 23 28 0
226 491 1 6.1532 50 23 28 0
227 491 1 6.1182 44 23 28 0
228 491 1 5.096 37 23 28 0
229 491 1 5.5679 49 23 28 0
230 491 1 5.5001 53 23 28 0
231 520 1 5.2395 6 20 18 0
232 520 1 4.8456 6 20 18 0
233 501 1 3.7406 7 22 25 0
234 439 1 3.6547 9 23 25 0
235 425 1 2.904 231 22 25 0
236 425 1 3.2562 237 22 25 0
237 446 1 3.2779 9 21 24 0
238 446 1 3.4536 8 22 23 0
239 425 1 3.9486 270 22 25 0
240 425 1 5.2668 270 22 25 0
241 615 1 7.6767 2 19 18 0
242 675 1 4.042 2 17 13 0
243 688 1 7.8723 3 24 13 0
244 592 1 4.2052 5 23 15 0
245 585 1 5.8183 8 30 27 0
246 499 1 5.2882 12 28 27 0
247 495 1 5.4404 18 26 27 0
248 517 1 5.7917 4 28 27 0
249 546 1 7.3275 17 27 18 0
250 546 1 7.0718 17 27 18 0
251 548 1 7.2924 2 27 20 0
252 546 1 7.231 23 27 18 0
253 546 1 7.0783 23 27 18 0
254 579 1 8.4081 7 29 17 0
255 715 1 3.0918 3 22 18 0
256 566 1 7.3048 6 20 15 0
257 552 1 6.8076 8 18 15 0
258 548 1 6.3179 63 18 11 0
259 548 1 6.1259 63 18 11 0
260 560 1 5.0423 36 20 11 0
261 548 1 4.7237 91 18 11 0
262 453 1 6.5527 83 24 17 0
263 451 1 6.1054 356 23 15 0
264 451 1 6.6447 279 23 15 0
265 451 1 7.5029 285 23 15 0
266 451 1 6.7845 286 23 15 0
267 455 1 6.3733 12 25 15 0
268 629 1 7.3067 5 26 16 0
269 593 1 6.8848 3 19 9 0
270 581 1 6.5549 30 17 9 0
271 581 1 5.6652 29 17 9 0
272 653 1 4.5122 3 29 21 0
273 626 1 3.497 24 20 15 0
274 640 1 4.9681 24 19 12 0
275 602 1 7.1556 9 25 21 0
276 493 1 7.4776 106 23 20 0
277 493 1 7.7335 98 23 20 0
278 495 1 3.5293 18 21 13 0
279 495 1 4.252 18 21 13 0
280 480 1 3.1718 32 20 15 0
281 470 1 3.6052 38 18 15 0
282 608 1 2.4961 4 20 15 0
283 585 1 4.7648 23 22 19 0
284 567 1 6.1647 37 24 17 0
285 559 1 8.1224 22 25 15 0
286 451 1 7.2762 289 23 15 0
287 451 1 6.2599 275 23 15 0
288 511 1 7.045 32 25 15 0
289 547 1 7.3839 12 27 15 0
290 535 1 6.7281 16 25 15 0
291 451 1 4.5408 255 23 15 0
292 451 1 3.5854 253 23 15 0
293 465 1 4.0096 26 25 15 0
294 495 1 3.417 22 27 15 0
295 613 1 5.0995 4 29 15 0
296 560 1 8.8439 28 25 19 0
297 554 1 8.7046 30 23 19 0
298 554 1 7.2458 10 23 15 0
299 546 1 7.3728 31 21 15 0
300 546 1 8.0046 54 21 15 0
301 546 1 8.1098 41 21 15 0
302 573 1 3.3938 63 21 11 0
303 573 1 3.5703 64 21 11 0
304 573 1 3.6911 78 21 11 0
305 573 1 3.4191 74 21 11 0
306 573 1 3.3945 67 21 11 0
307 581 1 3.0117 9 22 10 0
308 579 1 3.5487 6 21 17 0
309 620 1 5.404 7 24 21 0
310 630 1 5.2293 4 26 21 0
