1 304 1 3.3321 27 28 17 0
2 303 1 3.4142 32 28 17 0
3 301 1 3.4328 35 28 15 0
4 299 1 3.1984 40 28 13 0
5 299 1 3.0042 34 28 13 0
6 274 1 3.1272 70 22 15 0
7 274 1 3.1937 43 22 15 0
8 274 1 3.8925 41 22 15 0
9 274 1 3.9793 145 22 15 0
10 274 1 4.0628 144 22 15 0
11 281 1 4.7471 117 22 12 0
12 299 1 2.7234 10 21 17 0
13 301 1 2.6016 8 21 19 0
14 305 1 2.4285 4 23 19 0
15 306 1 3.0572 3 25 17 0
16 293 1 2.1149 13 25 15 0
17 293 1 2.1299 14 25 15 0
18 293 1 2.1802 24 25 15 0
19 293 1 2.02 23 25 15 0
20 299 1 2.2923 2 27 17 0
21 275 1 5.2443 4 30 24 0
22 265 1 4.6937 6 28 24 2
23 272 1 2.5328 7 24 18 0
24 272 1 2.4189 7 24 18 0
25 278 1 4.9295 22 28 25 0
26 264 1 5.4781 48 26 25 4
27 262 1 5.2865 71 26 23 15
28 249 1 4.2834 344 19 14 105
29 249 1 4.0626 335 19 14 106
30 249 1 3.8426 330 19 14 105
31 252 1 3.7858 75 29 20 14
32 260 1 3.6992 74 30 20 13
33 260 1 3.7251 42 30 20 12
34 260 1 3.7944 43 30 20 13
35 260 1 4.2448 43 30 20 13
36 263 1 4.4701 37 29 18 5
37 281 1 5.0324 38 31 18 0
38 301 1 5.2206 10 33 18 0
39 309 1 2.6399 6 24 16 0
40 309 1 2.6614 6 24 16 0
41 297 1 2.7919 11 23 17 0
42 290 1 4.5491 10 26 15 0
43 284 1 4.1031 21 24 15 0
44 281 1 5.0707 186 22 12 0
45 281 1 4.9988 188 22 12 0
46 295 1 5.1798 77 24 12 0
47 296 1 3.2707 75 27 20 0
48 296 1 3.7762 71 27 20 0
49 296 1 3.4701 70 27 20 0
50 296 1 8.0053 4 28 29 0
51 322 1 4.8285 3 28 22 0
52 312 1 2.2989 5 18 15 0
53 312 1 2.4488 5 18 15 0
54 337 1 8.6692 3 30 26 0
55 295 1 8.0039 4 26 26 0
56 285 1 7.7037 40 24 24 0
57 285 1 7.1805 54 24 24 0
58 305 1 7.7187 32 26 22 0
59 305 1 7.4848 27 26 22 0
60 305 1 6.5172 11 26 22 0
61 285 1 6.9896 51 24 24 0
62 285 1 6.6033 81 24 24 0
63 296 1 5.0645 31 25 21 0
64 245 1 2.7289 25 17 22 2
65 274 1 3.5267 25 23 21 0
66 274 1 3.4533 24 23 21 0
67 271 1 3.219 4 24 26 0
68 255 1 2.858 20 22 26 4
69 249 1 2.4016 59 20 26 14
70 257 1 2.7152 37 22 26 8
71 263 1 3.0938 31 24 26 4
72 276 1 2.8996 10 21 22 0
73 236 1 2.7025 16 19 22 2
74 280 1 5.0762 92 23 20 0
75 280 1 5.0129 106 23 20 0
76 276 1 5.6353 138 22 19 0
77 276 1 5.7742 37 22 19 0
78 276 1 7.4068 44 22 19 0
79 286 1 6.9594 10 24 19 0
80 292 1 5.0081 8 30 26 0
81 292 1 5.8004 9 30 26 0
82 296 1 5.8151 4 32 26 0
83 276 1 4.6425 2 28 26 0
84 274 1 4.1545 4 28 24 0
85 288 1 3.8098 4 34 22 0
86 261 1 2.939 6 34 23 4
87 253 1 2.6099 36 32 23 14
88 237 1 2.2978 102 30 23 38
89 233 1 2.5468 221 26 21 66
90 233 1 2.5627 226 26 21 69
91 233 1 1.7682 237 26 21 73
92 236 1 2.4269 43 26 19 12
93 240 1 2.7116 40 28 19 9
94 348 1 6.4787 3 24 19 0
95 337 1 8.4222 6 37 23 0
96 329 1 7.8072 8 35 23 0
97 302 1 3.7144 37 26 22 0
98 290 1 3.5651 47 24 22 0
99 298 1 3.5748 8 26 22 0
100 299 1 2.9632 4 30 27 0
101 279 1 4.0401 48 33 25 0
102 279 1 4.2736 47 33 25 0
103 279 1 4.2625 54 33 25 0
104 281 1 4.3233 28 33 27 0
105 344 1 5.5443 5 27 21 0
106 309 1 5.5507 4 37 27 0
107 295 1 5.0812 12 35 27 0
108 281 1 4.5549 21 33 27 0
109 289 1 4.7112 7 35 27 0
110 308 1 8.0751 5 24 17 0
111 330 1 9.1587 3 26 17 0
112 317 1 5.3486 3 28 27 0
113 294 1 4.8409 47 26 27 0
114 294 1 4.8034 49 26 27 0
115 298 1 4.5963 4 32 26 0
116 276 1 3.3006 8 31 23 0
117 258 1 3.2086 10 29 23 2
118 228 1 2.8261 16 27 19 8
119 222 1 2.5356 623 25 19 237
120 222 1 2.8386 618 25 19 234
121 222 1 2.771 521 25 19 213
122 222 1 3.0753 527 25 19 218
123 228 1 3.5244 11 27 19 10
124 264 1 4.6383 5 29 19 4
125 300 1 3.4057 10 33 19 0
126 270 1 5.7799 234 24 24 0
127 270 1 5.6775 234 24 24 0
128 270 1 5.5194 22 24 24 0
129 270 1 5.2464 21 24 24 0
130 308 1 2.6928 8 27 13 0
131 288 1 5.7606 2 30 27 0
132 328 1 4.571 4 26 22 0
133 324 1 4.85 6 24 22 0
134 324 1 4.6324 2 24 22 0
135 220 1 2.0853 55 23 24 33
136 218 1 1.9779 236 23 22 114
137 216 1 2.037 713 23 20 373
138 216 1 2.1783 659 23 20 341
139 216 1 1.8782 810 23 20 397
140 220 1 1.8608 158 25 20 59
141 232 1 3.7191 53 23 26 18
142 232 1 2.8712 54 23 26 19
143 232 1 2.7261 58 23 26 21
144 232 1 2.3978 80 23 26 31
145 232 1 3.1632 94 23 26 32
146 262 1 2.6474 25 25 26 4
147 270 1 3.0531 9 27 26 0
148 299 1 3.9905 51 25 22 0
149 299 1 3.7926 52 25 22 0
150 299 1 3.4124 30 25 22 0
151 299 1 2.8814 22 25 22 0
152 314 1 3.5776 9 25 20 0
153 317 1 3.2862 7 29 26 0
154 331 1 6.0127 5 26 17 0
155 333 1 5.5795 3 28 24 0
156 313 1 3.982 6 37 26 0
157 305 1 4.184 8 35 26 0
158 285 1 3.9751 17 31 26 0
159 289 1 4.491 17 28 22 0
160 275 1 3.9634 82 26 22 0
161 275 1 3.3812 81 26 22 0
162 286 1 4.1104 57 28 23 0
163 286 1 4.1642 61 28 23 0
164 307 1 4.6025 5 28 23 0
165 312 1 2.3304 5 30 18 0
166 341 1 2.9857 3 29 18 0
167 326 1 2.508 4 26 19 0
168 298 1 2.143 18 24 19 0
169 316 1 2.2558 12 26 19 0
170 318 1 2.1729 8 26 21 0
171 367 1 3.8868 3 31 21 0
172 324 1 3.3079 2 27 20 0
173 303 1 7.2131 3 26 27 0
174 297 1 6.6825 6 26 23 0
175 299 1 5.3924 3 25 20 0
176 289 1 3.3001 8 26 25 0
177 305 1 4.1547 6 28 25 0
178 307 1 3.7957 2 28 25 0
179 316 1 3.0952 3 25 21 0
180 314 1 6.1663 6 30 27 0
181 302 1 5.8108 11 28 27 0
182 302 1 5.8845 10 28 27 0
183 300 1 4.3414 14 24 24 0
184 289 1 5.7914 15 25 24 0
185 285 1 5.5286 19 23 24 0
186 283 1 5.2702 23 23 22 0
187 263 1 4.8697 25 21 22 2
188 261 1 3.7607 6 23 16 4
189 257 1 4.3096 61 21 16 15
190 251 1 4.2539 73 19 16 21
191 261 1 3.8472 10 21 16 4
192 279 1 3.7113 6 23 16 0
193 282 1 2.1838 4 32 23 0
194 280 1 1.8577 8 21 20 0
195 280 1 2.0562 7 21 20 0
196 280 1 2.0389 7 21 20 0
197 263 1 1.9158 171 19 16 39
198 263 1 1.9793 177 19 16 41
199 267 1 1.7439 14 21 16 4
200 255 1 2.3287 187 31 27 90
